QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
1146002,0.03734831966774962,0.34286315536315537,0.3428631553631553,0.33358820263421923
1173003,0.04627965747328892,0.42226190476190484,0.42226190476190484,0.4167003367003367
5100003,0.06819612778238084,0.3330041486291487,0.33300414862914857,0.33197810224568297
500100009,0.03676519636628841,0.445514208014208,0.445514208014208,0.423209299744027
500100012,0.007677381493591133,0.2671022727272727,0.2671022727272727,0.2613362618141478
500100013,0.020919496321053804,0.26636921720255047,0.2663692172025505,0.24949394518530482
500100016,0.029673750744097248,0.42061327561327555,0.42061327561327555,0.40531967066002605
500100017,0.09800601558641767,0.4835866514437943,0.4835866514437943,0.4799180790071059
500100020,0.01295355112573049,0.17525252525252522,0.17525252525252527,0.17423755467099122
500100028,0.055696539225689234,0.4245809745809745,0.4245809745809746,0.42271972334084135
500100031,0.13403772136978617,0.37396807207731575,0.3739680720773158,0.36909751028945464
500100032,0.10304186111776029,0.37796964939822086,0.37796964939822075,0.37466019773044834
500100033,0.0531860365372183,0.3710034013605442,0.3710034013605442,0.3649628149628149
500100039,0.038715955448368304,0.2611925111925112,0.2611925111925112,0.23791590196617726
500100043,0.14953153016992055,0.5137237762237763,0.5137237762237762,0.512463768115942
500100044,0.029706629163205607,0.2265692640692641,0.22656926406926403,0.22003314445534125
500100062,0.04630887923007854,0.310078909186052,0.310078909186052,0.30349501195231926
